id,w_foreign_language,w_literature,w_math,x_biology,x_chemistry,x_physics,y_civic_education,y_geography,y_history,z_average,z_max,z_min
33002580,8.80,8.25,8,-,-,-,8.50,7.75,3.75,7.51,8.8,3.75
33002584,7,6,9.80,5.75,9.50,9.50,-,-,-,7.92,9.8,5.75
33002585,6.60,7.25,6.60,-,-,-,7.75,7,5.50,6.78,7.75,5.5
33002583,4,7.25,7.80,6.25,7,7.75,-,-,-,6.67,7.8,4.0
33002586,6.40,5.50,8.40,5.25,5.25,6.75,-,-,-,6.26,8.4,5.25
33002588,8,3.25,7,6.50,6.25,4.75,-,-,-,5.96,8.0,3.25
33002589,3.40,5,3.60,-,-,-,7.50,7.50,3.50,5.08,7.5,3.4
33002590,7.60,8.50,6.40,-,-,-,7,5,3.25,6.29,8.5,3.25
33002587,4.40,5.75,9,5.25,7.50,6.50,-,-,-,6.4,9.0,4.4
33002591,5.60,8.75,6,-,-,-,8.75,7.25,3.25,6.6,8.75,3.25
33002595,2.60,7.50,6,-,-,-,7.50,7.25,5.75,6.1,7.5,2.6
33002593,4.80,3,8.80,6,6.50,4.75,-,-,-,5.64,8.8,3.0
33002596,4.80,8,5.20,-,-,-,6.25,6.75,4.25,5.88,8.0,4.25
33002594,5.40,6.33,9,6,9,7,-,-,-,7.12,9.0,5.4
33002592,4.80,7,6,-,-,-,7.50,6,5,6.05,7.5,4.8
33002597,9.20,9,8.40,-,-,-,9.50,7.75,6,8.31,9.5,6.0
33002598,7.40,5.25,8.40,4.50,8,9,-,-,-,7.09,9.0,4.5
33002599,7.60,6,8,4.50,7.50,6,-,-,-,6.6,8.0,4.5
33002602,3.20,6.50,7,-,-,-,8.50,7.75,4.75,6.28,8.5,3.2
33002600,7.40,6.25,5.20,-,-,-,7.50,6.25,4.25,6.14,7.5,4.25
33002601,7.60,9,6.20,-,-,-,7.50,6.50,3.50,6.72,9.0,3.5
33002606,3.60,5.75,6.40,2.50,4,6.50,-,-,-,4.79,6.5,2.5
33002604,6,8.75,7.80,-,-,-,7.25,6.25,2.75,6.47,8.75,2.75
33002605,9,8,7.20,-,-,-,8.25,7.50,6.25,7.7,9.0,6.25
33002603,7.60,8.75,7.80,-,-,-,7.50,6.50,5,7.19,8.75,5.0
33002607,3.80,4.50,6.60,3.75,7.50,4.25,-,-,-,5.07,7.5,3.75
33002609,3,6.50,4,-,-,-,9.50,5.25,2.75,5.17,9.5,2.75
33002608,6.40,6.25,8.60,5.75,7.75,4.75,-,-,-,6.58,8.6,4.75
33002610,8.20,7.75,7,-,-,-,9.75,6.50,5.25,7.41,9.75,5.25
33002611,6.40,5,8,5.50,8,7,-,-,-,6.65,8.0,5.0
33002613,4.20,6,4.40,-,-,-,6.75,5.50,3.25,5.02,6.75,3.25
33002612,4.20,5.50,8.20,5.50,4.50,7.75,-,-,-,5.94,8.2,4.2
33002614,8.20,7.75,8,-,-,-,8.75,7,5.25,7.49,8.75,5.25
33002615,4,6.25,7.20,-,-,-,8.50,7,4,6.16,8.5,4.0
33002617,9.20,6.75,8.20,-,-,-,7.75,8,5.75,7.61,9.2,5.75
33002616,9.20,6.50,7.60,-,-,-,9.25,7.50,7,7.84,9.25,6.5
33002618,2.60,7,7.40,4.25,7,5.25,-,-,-,5.58,7.4,2.6
33002619,9.60,7.50,7.80,-,-,-,9.25,8,7.75,8.32,9.6,7.5
33002621,4,7,7.40,-,-,-,8.25,8,3.25,6.32,8.25,3.25
33002620,4.20,7.75,7.20,-,-,-,7.25,6.50,2.50,5.9,7.75,2.5
33002622,9.20,7,9.20,4.25,7,7.75,-,-,-,7.4,9.2,4.25
33002624,9.40,7.25,7.40,5,4.25,7.75,-,-,-,6.84,9.4,4.25
33002623,4,6.50,7.80,5.75,8.50,5,-,-,-,6.26,8.5,4.0
33002627,4,6.50,9,5,8.75,8,-,-,-,6.88,9.0,4.0
33002625,4.40,5.25,6,-,-,-,7,6.75,3.75,5.52,7.0,3.75
33002626,7.20,7.25,7,-,-,-,9,7.25,3,6.78,9.0,3.0
33002630,8.40,8.50,7.40,-,-,-,9.25,8.75,6.50,8.13,9.25,6.5
33002628,3.20,6.50,4.60,-,-,-,6.75,6.75,3,5.13,6.75,3.0
33002629,7.40,7.75,8.40,7.25,8.25,4.75,-,-,-,7.3,8.4,4.75
33002631,5,7.75,7,5.25,7.75,5.50,-,-,-,6.38,7.75,5.0
33002632,8.60,7.50,8.20,6,8.75,8.25,-,-,-,7.88,8.75,6.0
33002634,2.20,4,5,-,-,-,6.75,5.50,3.25,4.45,6.75,2.2
33002635,4,6.25,7.40,3.50,6.50,6,-,-,-,5.61,7.4,3.5
33002638,7.40,7.50,8.80,5.25,8,6.75,-,-,-,7.28,8.8,5.25
33002633,7.60,7.75,8.20,5,7.75,7.75,-,-,-,7.34,8.2,5.0
33002636,5,7.50,5.60,-,-,-,9.25,7.75,7.25,7.06,9.25,5.0
33002640,3.20,7,7.20,-,-,-,6,5.75,2.75,5.32,7.2,2.75
33002639,9,8.50,8.60,-,-,-,8.25,6.50,5,7.64,9.0,5.0
33002637,5.20,7.75,8.20,7.75,8.25,6.75,-,-,-,7.32,8.25,5.2
33002642,9,8.25,8,5.50,7.50,3.50,-,-,-,6.96,9.0,3.5
33002641,3.60,6,8.20,3.25,6.25,7.50,-,-,-,5.8,8.2,3.25
33002643,4.60,6.25,6,-,-,-,6.75,5,2.75,5.23,6.75,2.75
33002644,9.60,6.25,9.40,6.50,7.25,8.75,-,-,-,7.96,9.6,6.25
33002647,6.20,7.25,7,-,-,-,9.50,8.25,7.25,7.58,9.5,6.2
33002646,4,3.75,6.20,-,-,-,9.25,8,3.25,5.74,9.25,3.25
33002648,9.20,6.50,7.80,5,3.75,7,-,-,-,6.54,9.2,3.75
33002645,7.60,5.25,4.60,-,-,-,8.25,7.25,3,5.99,8.25,3.0
33002649,3.80,9.50,6.60,-,-,-,7.75,5.50,3,6.03,9.5,3.0
33002650,5,9.25,7.20,-,-,-,7.25,5.50,3.25,6.24,9.25,3.25
33002651,9.60,9.75,9.20,-,-,-,9.25,7.50,6.25,8.59,9.75,6.25
33002653,7.80,6.50,8.40,6,7.75,6.75,-,-,-,7.2,8.4,6.0
33002654,3,5.25,4,4.50,5,4.50,-,-,-,4.38,5.25,3.0
33002655,3.40,5,5.80,-,-,-,6.50,6.25,4.75,5.28,6.5,3.4
33002652,2.40,8,4.40,-,-,-,6.25,5.50,3,4.92,8.0,2.4
33002656,2.80,4,6.60,-,-,-,6.50,8,4.50,5.4,8.0,2.8
33002657,7.20,5.75,9,5.25,8.25,7.50,-,-,-,7.16,9.0,5.25
33002658,7.40,5.75,9,5,8.25,8,-,-,-,7.23,9.0,5.0
33002659,5.60,6.25,5.80,-,-,-,6.25,5.50,5,5.73,6.25,5.0
33002660,5.80,6,7.80,4.75,6.75,7.25,-,-,-,6.39,7.8,4.75
33002661,8.40,8.25,8,-,-,-,7.75,8,5.75,7.69,8.4,5.75
33002663,4,6.25,7.20,5.50,5.25,5,-,-,-,5.53,7.2,4.0
33002665,8.80,7.50,7,-,-,-,9,8,3.25,7.26,9.0,3.25
33002664,9.20,7,8.80,5.25,6.50,8,-,-,-,7.46,9.2,5.25
33002666,4.40,6.25,7.20,-,-,-,9.25,7,5,6.52,9.25,4.4
33002662,2.40,5.50,4.60,-,-,-,7.50,5.75,4.50,5.04,7.5,2.4
33002667,4.80,9,6.60,-,-,-,8.75,8,4.25,6.9,9.0,4.25
33002668,8.40,7.25,7.60,-,-,-,9.25,6.50,3.25,7.04,9.25,3.25
33002669,7.20,6.75,7.80,-,-,-,7.50,7.25,3.25,6.62,7.8,3.25
33002672,5.80,5.25,6.60,-,-,-,7.50,6.50,2.75,5.73,7.5,2.75
33002671,3.60,7.50,6,-,-,-,7.75,7.25,4.25,6.06,7.75,3.6
33002674,8.60,7.75,7.80,-,-,-,7.50,5.50,3.25,6.73,8.6,3.25
33002676,4.20,4,7,7,5.50,4.75,-,-,-,5.41,7.0,4.0
33002670,9,8.25,7.80,-,-,-,6.75,6.25,2.50,6.76,9.0,2.5
33002673,4.20,7,6.80,-,-,-,7,8.25,4.50,6.29,8.25,4.2
33002677,5.80,6.25,9,3.25,7.25,6.75,-,-,-,6.38,9.0,3.25
33002675,7,6.50,7.80,-,-,-,8.75,6.75,4.50,6.88,8.75,4.5
33002678,3.20,6.25,5.60,-,-,-,8.50,6.75,3.25,5.59,8.5,3.2
33002679,9.20,7.75,6.80,-,-,-,9.50,7.50,4,7.46,9.5,4.0
33002680,2,4.75,2.20,-,-,-,5.75,3.50,1.75,3.32,5.75,1.75
33002681,7.60,5.50,8.60,5,8.50,7.75,-,-,-,7.16,8.6,5.0
33002682,4.60,7.50,4.20,-,-,-,6.75,5.25,3.50,5.3,7.5,3.5
33002684,5.20,7.25,6.80,-,-,-,7.75,6,4.50,6.25,7.75,4.5
33002683,6.20,7.75,8.20,-,-,-,9.25,8.25,4,7.27,9.25,4.0
33002686,6,8,6.60,-,-,-,8.75,5.75,5.50,6.77,8.75,5.5
33002685,6.40,4.25,6.60,5.25,4.75,5.50,-,-,-,5.46,6.6,4.25
33002687,4.80,6.75,6,-,-,-,8,6.50,2.75,5.8,8.0,2.75
33002689,4.20,6.25,8,3.75,8.50,5.50,-,-,-,6.03,8.5,3.75
33002691,7.20,5,8.20,5.25,6.25,7.50,-,-,-,6.57,8.2,5.0
33002688,3.40,6.75,4.60,-,-,-,6.25,3.25,4,4.71,6.75,3.25
33002693,5.20,6.25,5.80,-,-,-,8.50,7,3,5.96,8.5,3.0
33002692,6.80,6,7.40,4.25,7.75,6.75,-,-,-,6.49,7.75,4.25
33002690,4.40,6.25,7.60,-,-,-,8.50,7.75,5.25,6.62,8.5,4.4
33002694,5.80,5.75,7.60,5,7.75,5.25,-,-,-,6.19,7.75,5.0
33002695,4.80,5.50,7,5.25,6.50,6.50,-,-,-,5.92,7.0,4.8
33002696,7,6,7.60,-,-,-,7.75,6.25,2.75,6.23,7.75,2.75
33002699,4.80,6.25,7.40,-,-,-,9.25,6.50,6.75,6.83,9.25,4.8
33002698,4.60,6.25,5,-,-,-,8.25,5.75,3,5.48,8.25,3.0
33002700,5.80,6.75,7.60,6,7,7.50,-,-,-,6.77,7.6,5.8
33002702,9.20,9,7.40,-,-,-,8.75,8.25,5,7.93,9.2,5.0
33002701,6.60,6.75,7.60,4.50,7.75,6.75,-,-,-,6.66,7.75,4.5
33002697,2.80,4.50,3.60,-,-,-,7.25,4.75,2.75,4.27,7.25,2.75
33002703,9.60,9.25,8.20,-,-,-,10,7.75,6.25,8.51,10.0,6.25
33002704,8,4,8.60,3.50,5.75,6.50,-,-,-,6.06,8.6,3.5
33002705,8.60,6.75,9.40,4.25,8.25,8.75,-,-,-,7.67,9.4,4.25
33002706,4.60,3.25,7.80,-,-,-,7,6,3.25,5.32,7.8,3.25
33002709,5,9.25,7.40,-,-,-,7.25,7,6.25,7.02,9.25,5.0
33002710,8.20,6.75,8.80,5.75,8.75,7.75,-,-,-,7.67,8.8,5.75
33002707,3.60,5.25,5.80,-,-,-,6.25,5.50,4.75,5.19,6.25,3.6
33002708,8.80,7,8.20,6.50,7,6.50,-,-,-,7.33,8.8,6.5
33002712,2.40,4,5.40,-,-,-,6,6,2.75,4.42,6.0,2.4
33002711,8.40,7.25,7.80,4.75,7.25,5.25,-,-,-,6.78,8.4,4.75
33002714,3.60,5,8,4,8,5.75,-,-,-,5.73,8.0,3.6
33002713,8.40,5.50,9,5.25,8.25,8,-,-,-,7.4,9.0,5.25
33002715,7.20,7,8.20,-,-,-,8.25,5.50,3.75,6.65,8.25,3.75
33002718,7.20,7.50,6.80,-,-,-,7.75,6.75,4.50,6.75,7.75,4.5
33002716,7.20,7,8.20,6.25,6.75,5.75,-,-,-,6.86,8.2,5.75
33002719,8.60,5,7.20,3.25,4.50,7.50,-,-,-,6.01,8.6,3.25
33002717,2.80,5.50,5.60,-,-,-,7.50,7.50,3.75,5.44,7.5,2.8
33002720,3.40,5.25,4.60,3.75,4.50,4,-,-,-,4.25,5.25,3.4
33002721,2.80,4.50,2.80,-,-,-,7.75,7.50,4.50,4.98,7.75,2.8
33002723,5.40,5.25,9.40,4.75,7.50,8,-,-,-,6.72,9.4,4.75
33002724,9,7,8.60,4.75,6,8.25,-,-,-,7.27,9.0,4.75
33002725,8,7.75,8.40,7,7.75,8.25,-,-,-,7.86,8.4,7.0
33002722,3.40,4.25,4.60,-,-,-,7.25,5,4.25,4.79,7.25,3.4
33002726,3.80,6,4.80,-,-,-,8.50,6.25,5,5.73,8.5,3.8
33002727,1.40,5,7.20,-,-,-,8.50,7,4.75,5.64,8.5,1.4
33002728,3,5.50,7,-,-,-,7.75,7.25,5.75,6.04,7.75,3.0
33002729,9.40,5,8.60,5.25,5.50,7,-,-,-,6.79,9.4,5.0
33002731,4.80,5.75,5.80,-,-,-,6.25,4.50,1.50,4.77,6.25,1.5
33002730,3.40,3,4.40,-,-,-,8,6.75,3.25,4.8,8.0,3.0
33002734,6.40,6.75,8,5,8.75,3,-,-,-,6.32,8.75,3.0
33002733,5.60,6.50,7.40,3.50,6.25,5.25,-,-,-,5.75,7.4,3.5
33002735,4.60,5.25,4.40,-,-,-,7,7,5.25,5.58,7.0,4.6
33002736,3.80,6.25,7.40,-,-,-,7.75,6,2.25,5.58,7.75,2.25
33002732,4.40,7.50,8.80,5.75,9,8.25,-,-,-,7.28,9.0,4.4
33002737,7,8,7,-,-,-,9.50,7.25,6.75,7.58,9.5,6.75
33002740,7.20,7,5,-,-,-,8.50,7.50,4.25,6.58,8.5,4.25
33002738,9.20,7,8.80,-,-,-,9.50,7,1.25,7.12,9.5,1.25
33002739,5.20,7,7.40,-,-,-,8.50,8.50,8.50,7.52,8.5,5.2
33002741,6.40,7.25,8,4.25,7.75,8,-,-,-,6.94,8.0,4.25
33002742,9.20,7.25,9,-,-,-,9.25,7.75,6.50,8.16,9.25,6.5
33002744,7.20,6.75,7.20,-,-,-,8.25,5,4.50,6.48,8.25,4.5
33002745,2.80,4.50,3.20,-,-,-,5.25,3,2.25,3.5,5.25,2.25
33002743,8.20,6.75,8.80,6,8,8,-,-,-,7.62,8.8,6.0
33002747,6.40,5.50,8.20,-,-,-,7.75,6.75,4.25,6.48,8.2,4.25
33002746,8,3.75,8,7,8.25,6.25,-,-,-,6.88,8.25,3.75
33002748,6.20,5.25,7.60,8.75,7.75,5.50,-,-,-,6.84,8.75,5.25
33002749,3.20,5,3.80,-,-,-,7,5.25,3.25,4.58,7.0,3.2
33002750,7.40,7.75,8.20,-,-,-,8.75,6.75,6,7.48,8.75,6.0
33002751,3.80,6,4.60,-,-,-,8,6.75,2.25,5.23,8.0,2.25
33002753,2.60,6.50,6.20,3.75,2.75,5.25,-,-,-,4.51,6.5,2.6
33002754,8,7.25,9.20,6.25,8.25,8.50,-,-,-,7.91,9.2,6.25
33002755,2.40,5.75,4.40,-,-,-,9,7,2.75,5.22,9.0,2.4
33002756,4.40,6.25,5,-,-,-,8.50,7,6.50,6.27,8.5,4.4
33002752,4.60,6.50,7.20,-,-,-,7.25,6.25,6.75,6.42,7.25,4.6
33002757,7.20,6.25,8.60,2.75,5,5.25,-,-,-,5.84,8.6,2.75
33002758,4.20,5.75,6.40,-,-,-,7.50,7,5.25,6.02,7.5,4.2
33002759,7.80,6.50,8.40,4.75,8,8.75,-,-,-,7.37,8.75,4.75
33002761,4.40,6.75,7.20,-,-,-,8.75,6.50,5,6.43,8.75,4.4
33002760,8,7.25,8.80,5.75,9.50,7.75,-,-,-,7.84,9.5,5.75
33002766,5.60,6.25,7.80,6.25,7.75,5.50,-,-,-,6.52,7.8,5.5
33002767,3.20,5,3.60,-,-,-,8.25,6.25,5,5.22,8.25,3.2
33002765,9,8.25,7.40,-,-,-,9.75,7.75,6.75,8.15,9.75,6.75
33002764,9,6,8.80,5.50,6.25,8,-,-,-,7.26,9.0,5.5
33002763,7.40,7.75,7.20,4.50,4.50,5.75,-,-,-,6.18,7.75,4.5
33002762,5.40,6.50,5,-,-,-,7,8,5,6.15,8.0,5.0
33002768,6,6.25,7.40,-,-,-,8.75,7.25,6.25,6.98,8.75,6.0
33002769,9.20,8.25,7.80,-,-,-,9,8.25,6.50,8.17,9.2,6.5
33002770,8.40,7.50,7.80,-,-,-,9.75,7.25,4.50,7.53,9.75,4.5
33002771,8.80,7.25,7.40,-,-,-,9,6.75,4.75,7.33,9.0,4.75
33002772,4,4.25,3.20,-,-,-,9.25,5.75,3.25,4.95,9.25,3.25
33002775,4.20,6.25,4.60,-,-,-,6,3.75,3.50,4.72,6.25,3.5
33002774,5.80,8,6.40,-,-,-,8,6.50,3.50,6.37,8.0,3.5
33002773,8.20,9,8.60,6.50,6.75,5.25,-,-,-,7.38,9.0,5.25
33002777,4.40,4,3.40,-,-,-,6.50,6,4,4.72,6.5,4.0
33002776,5.20,5,6,-,-,-,6.75,6,4.50,5.58,6.75,4.5
33002779,3.80,4,8.20,5.25,8.50,6.75,-,-,-,6.08,8.5,3.8
33002778,8.40,7.25,8.40,8.75,8.50,4,-,-,-,7.55,8.75,4.0
33002780,4.80,5.50,4.80,-,-,-,8.25,7.50,5.75,6.1,8.25,4.8
33002783,3,6.50,2,-,-,-,7,6,4.25,4.79,7.0,3.0
33002781,4.60,5,7.20,-,-,-,9.25,8,7.50,6.92,9.25,4.6
33002782,5,7.50,6,-,-,-,9.25,7.25,7.75,7.12,9.25,5.0
33002786,3.80,6.75,7.20,-,-,-,7.75,7.75,7.25,6.75,7.75,3.8
33002787,2.60,4.25,5.80,-,-,-,6.25,6.50,3.25,4.77,6.5,2.6
33002784,3.60,6.50,7.20,-,-,-,9,8,5.75,6.67,9.0,3.6
33002785,4.60,6.75,6.60,-,-,-,9.25,7.25,4.25,6.45,9.25,4.25
33002788,3.40,5.75,7.40,-,-,-,7,8,3.50,5.84,8.0,3.4
33002790,6,6.75,7.40,6,6.50,6.50,-,-,-,6.52,7.4,6.0
33002789,3.60,6.25,4.80,-,-,-,9.25,7.50,8,6.57,9.25,3.6
33002791,3.20,5.50,5.60,-,-,-,7,6.75,4.25,5.38,7.0,3.2
33002792,4,7.50,5.20,-,-,-,9.50,8.50,8.50,7.2,9.5,4.0
33002795,5.40,7.75,8,7,6.75,6.50,-,-,-,6.9,8.0,5.4
33002793,2.60,5.75,4,-,-,-,6,3.50,3.25,4.18,6.0,2.6
33002797,4.60,6.75,6,-,-,-,7.75,7,4.50,6.1,7.75,4.5
33002799,3,7.25,6.40,-,-,-,8.75,7.75,7.25,6.73,8.75,3.0
33002794,5.20,8.25,7.80,-,-,-,8.50,8,5.75,7.25,8.5,5.2
33002796,9.80,9.75,7.60,-,-,-,9.25,7.75,8,8.69,9.8,7.75
33002798,3.60,5.25,4.80,-,-,-,6,4.50,2.75,4.48,6.0,2.75
33002800,2.60,4.25,4.60,-,-,-,5.25,5,3.50,4.2,5.25,2.6
33002801,5,8,6.80,-,-,-,8.50,7,6.25,6.92,8.5,5.0
33002802,8.40,7.75,6.80,-,-,-,9.50,7,3.25,7.12,9.5,3.25
33002803,4.20,4.75,7,-,-,-,5.75,6.50,3.50,5.28,7.0,3.5
33002804,8.60,4,3.80,-,-,-,6.75,5.25,4,5.4,8.6,4.0
33002806,5,8.75,8,4.75,8,6.75,-,-,-,6.88,8.75,4.75
33002805,5.20,3.25,4,-,-,-,7.50,5.50,4,4.91,7.5,3.25
33002807,3.20,6.25,5.20,-,-,-,9.25,6.50,5.25,5.94,9.25,3.2
33002808,8.40,7,7.20,-,-,-,8.75,6.25,5.25,7.14,8.75,5.25
33002809,6.80,6.25,8.60,4.50,7.50,8.25,-,-,-,6.98,8.6,4.5
33002810,4.80,6.25,6.80,-,-,-,5.75,7,3.50,5.68,7.0,3.5
33002812,5,7.75,5.60,-,-,-,6,6.75,3,5.68,7.75,3.0
33002811,9,5.50,8.80,5,3,7,-,-,-,6.38,9.0,3.0
33002813,8,6,7.60,-,-,-,8.75,7.50,7,7.48,8.75,6.0
33002814,3,5,4.40,-,-,-,5.75,6,3.75,4.65,6.0,3.0
33002815,2,6.75,7.40,-,-,-,7.75,6,4.50,5.73,7.75,2.0
33002816,8,7.25,4.60,-,-,-,7.50,5.50,2,5.81,8.0,2.0
33002817,3.60,6.50,9,3.75,7.50,7.50,-,-,-,6.31,9.0,3.6
33002819,9.40,8.75,8.20,-,-,-,9.75,7.50,7,8.43,9.75,7.0
33002818,7.80,6.75,8.20,-,-,-,8.50,7.50,5.50,7.38,8.5,5.5
33002821,5.40,7.25,6.20,-,-,-,7.50,6.75,3.75,6.14,7.5,3.75
33002820,4.60,7.25,6.60,-,-,-,7,6,3,5.74,7.25,3.0
33002822,7.80,6.50,8.80,9.25,8.25,6.75,-,-,-,7.89,9.25,6.5
33002823,3.20,8,6.80,-,-,-,8.75,7.50,3,6.21,8.75,3.0
33002824,4.20,7.25,5.80,-,-,-,8.75,7.25,9,7.04,9.0,4.2
33002826,4.80,4.25,6.80,-,-,-,7.75,7,4.75,5.89,7.75,4.25
33002825,3.20,6.75,5.40,-,-,-,7.50,5.25,3.50,5.27,7.5,3.2
33002828,2.80,7.25,5.60,-,-,-,8.50,8,5,6.19,8.5,2.8
33002830,4.20,6,6.60,3.75,3.25,6.50,-,-,-,5.05,6.6,3.25
33002827,3,6.75,4.40,-,-,-,7.75,6,5,5.48,7.75,3.0
33002829,6,7.75,8,7.75,6.50,5,-,-,-,6.83,8.0,5.0
33002831,5.40,7,7,-,-,-,9.25,8,6.50,7.19,9.25,5.4
33002832,7.80,7.25,7.40,7.25,7,4,-,-,-,6.78,7.8,4.0
33002833,9.40,9,8.60,-,-,-,8,6.75,3,7.46,9.4,3.0
33002835,5,6.75,7.60,-,-,-,8.25,6,5,6.43,8.25,5.0
33002834,4.20,5.50,6,5.25,3.50,6.25,-,-,-,5.12,6.25,3.5
33002836,8.60,7.25,6,-,-,-,9,8.25,6,7.52,9.0,6.0
33002839,5.20,7,7.20,-,-,-,9.25,8.25,9.25,7.69,9.25,5.2
33002837,3.80,7.75,5.60,-,-,-,8.50,7.75,4.50,6.32,8.5,3.8
33002838,3.80,7.75,6.40,-,-,-,7.50,7.50,3.25,6.03,7.75,3.25
33002841,3,6.50,6.80,-,-,-,9.50,7.25,8.75,6.97,9.5,3.0
33002840,2.40,5,4.20,-,-,-,5.50,5.75,1.75,4.1,5.75,1.75
33002842,2.20,1.25,2.40,-,-,-,3.50,2.50,2.50,2.39,3.5,1.25
33002843,3.40,6.50,6,-,-,-,7.50,7.25,5.50,6.02,7.5,3.4
33002845,5.60,5.50,6.80,6.25,4.75,4.50,-,-,-,5.57,6.8,4.5
33002844,4.20,6.50,8,5.50,7.50,7.50,-,-,-,6.53,8.0,4.2
33002846,5.80,5.75,5.80,-,-,-,8.25,7.25,7,6.64,8.25,5.75
33002847,6.80,5.50,7.80,4.50,4.75,7.50,-,-,-,6.14,7.8,4.5
33002849,5.20,4.75,7.40,-,-,-,9,7.50,4.50,6.39,9.0,4.5
33002848,6,6,8,-,-,-,8.25,7.50,6.75,7.08,8.25,6.0
33002850,7,5.75,7.80,5.25,5.25,5,-,-,-,6.01,7.8,5.0
33002851,3.60,5.50,5.60,-,-,-,8.50,7,6.25,6.08,8.5,3.6
33002852,7.40,6,7.80,7.75,8.50,6.75,-,-,-,7.37,8.5,6.0
33002853,8.40,6.25,7.20,4,5.25,7.25,-,-,-,6.39,8.4,4.0
33002854,9,5.50,8.40,4.75,3.75,8,-,-,-,6.57,9.0,3.75
33002855,3,6.50,6,-,-,-,8,8.25,4.50,6.04,8.25,3.0
33002856,5.40,5.75,4.20,-,-,-,7.50,6.25,3.75,5.48,7.5,3.75
33002858,3.40,5,5.20,-,-,-,8.75,6.75,3,5.35,8.75,3.0
33002857,3.60,5,5.80,-,-,-,7.50,5,3.50,5.07,7.5,3.5
33002859,9.20,8.25,7.60,-,-,-,8.25,7.75,5,7.67,9.2,5.0
33002860,8.20,6.75,7.20,5.75,8.75,5,-,-,-,6.94,8.75,5.0
33002861,3.20,7,5.60,-,-,-,6.50,6.75,3.25,5.38,7.0,3.2
33002863,7.80,5,7.40,4.75,7.50,6,-,-,-,6.41,7.8,4.75
33002864,7.60,7.75,7.40,-,-,-,7.75,8.75,7.75,7.83,8.75,7.6
33002862,3.20,4.50,5.40,-,-,-,8,6.75,2.75,5.1,8.0,2.75
33002865,3.40,4.25,5,-,-,-,7.75,6.25,4.75,5.23,7.75,3.4
33002866,3,7,6,-,-,-,7.50,5.50,3.50,5.42,7.5,3.0
33002867,3.40,7.25,6,-,-,-,8.75,6.50,5,6.15,8.75,3.4
33002868,2.80,7,3.60,-,-,-,8.75,5.75,2.50,5.07,8.75,2.5
33002869,5.40,6.50,8.60,4.75,7.25,8.75,-,-,-,6.88,8.75,4.75
33002872,6.60,7.25,5.80,-,-,-,6.25,5.50,3.75,5.86,7.25,3.75
33002871,3.60,4,3,-,-,-,6.50,5.75,3.50,4.39,6.5,3.5
33002870,4.40,6.50,6.60,-,-,-,5.75,6.25,4.25,5.62,6.6,4.25
33002873,5.60,6.25,7.60,5.50,5.25,8,-,-,-,6.37,8.0,5.25
33002874,8.40,6,5.80,-,-,-,9.25,6.75,5.25,6.91,9.25,5.25
33002875,7.60,6.25,5.40,-,-,-,8,7.50,4.75,6.58,8.0,4.75
33002876,5.80,6.75,7.40,-,-,-,8.50,6.50,4,6.49,8.5,4.0
33002877,4.80,5.25,7,-,-,-,8,7.25,3,5.88,8.0,3.0
33002878,4,6.25,6.40,5,2.75,4.50,-,-,-,4.82,6.4,2.75
33002879,3.60,6,5.20,-,-,-,6.25,5.50,3.50,5.01,6.25,3.5
33002880,4.20,6.50,7.80,5,6.50,5.25,-,-,-,5.88,7.8,4.2
33002882,5.80,8,7,-,-,-,9.75,9.50,7.50,7.92,9.75,5.8
33002881,4.60,7.50,5.20,-,-,-,6.25,5.25,2.50,5.22,7.5,2.5
33002883,7.60,9.25,7.80,7.50,8.25,6.50,-,-,-,7.82,9.25,6.5
33002884,5,7.50,8,-,-,-,8.50,6.50,5,6.75,8.5,5.0
33002885,6.40,7,5.80,-,-,-,6.25,4.50,4.75,5.78,7.0,4.5
33002886,6.40,7.50,7.80,8.50,8,6.25,-,-,-,7.41,8.5,6.25
33002888,4.40,7.25,6.60,-,-,-,9,7.75,4.75,6.62,9.0,4.4
33002889,9.20,8.50,8.40,-,-,-,9.25,9,7.25,8.6,9.25,7.25
33002887,7.80,6.75,8,-,-,-,9.25,8,2.50,7.05,9.25,2.5
33002890,3.40,6.25,4.40,-,-,-,6.50,4.75,2.25,4.59,6.5,2.25
33002891,3.80,6.25,5.60,-,-,-,6,6,2.75,5.07,6.25,2.75
33002892,3.40,5.75,5.20,-,-,-,8.50,5.75,2.75,5.23,8.5,2.75
33002895,2,5,3,-,-,-,7.25,7,3.75,4.67,7.25,2.0
33002893,1.40,5,3.60,-,-,-,5.50,5.50,2.75,3.96,5.5,1.4
33002897,2.20,3.50,2.80,-,-,-,5.75,4,2.50,3.46,5.75,2.2
33002896,9,8.25,7.60,-,-,-,9,7.50,5,7.73,9.0,5.0
33002894,3,6.75,5.80,-,-,-,9.50,6.75,6,6.3,9.5,3.0
33002900,5.60,4,7.40,4.75,6.50,6.75,-,-,-,5.83,7.4,4.0
33002898,9.40,7.75,8.20,-,-,-,9.75,7.50,7.25,8.31,9.75,7.25
33002899,6.40,6.50,6,-,-,-,7.50,7.25,4.50,6.36,7.5,4.5
33002901,7,7.50,7.40,-,-,-,9,8.25,6.25,7.57,9.0,6.25
33002905,4,7.50,6.40,-,-,-,7.75,7,3.25,5.98,7.75,3.25
33002904,9.20,7.75,8.40,-,-,-,9.75,8.75,8.25,8.68,9.75,7.75
